250.5 NA NA NA NA NA NA
747.37 NA NA NA NA NA NA
1245.702 NA NA NA NA NA NA
1723.8990536277602 1750.651612903226 1926.1764705882354 1950.4545454545455 NA NA NA
2335.9756097560976 2222.248 2256.304 2174.6964285714284 NA NA NA
2749.779411764706 2682.787037037037 2683.7580645161293 2837.6373626373625 NA NA NA
3355.1327433628317 3255.9936305732485 3066.5806451612902 3168.4761904761904 NA NA NA
3730.1617647058824 3545.2906976744184 3659.8571428571427 3776.6195652173915 3787.6625 NA NA
4197.062015503876 4236.409090909091 4352.321428571428 4162.849624060151 4074.97247706422 NA NA
4704.1623931623935 4743.773809523809 4842.857142857143 4626.9655172413795 4494.467391304348 NA NA
5082.370689655172 5225.214285714285 5336.988888888889 5048.808695652174 5187.625 5193.785714285715 NA
5768.619718309859 5670.166666666667 5783.25 5625.952380952381 5471.555555555556 5564.341176470588 5737.461538461538
6189.305555555556 6341.896551724138 6237.862068965517 6107.023529411765 5994.761363636364 6122.929577464789 6110.044117647059
6587.423076923077 6776.190476190476 6687.8125 6752.830769230769 6495.176470588235 6417.281690140845 6657.2558139534885
6975.893333333333 7271.2 7073.872727272727 7217.808510638298 6913.244897959184 7040.805555555556 7188.177215189873
7452.45205479452 7617.4838709677415 7488.95 7618.473684210527 7371.65306122449 7573.424657534247 7713.949720670391
8068.8026315789475 8164.706896551724 7925.014925373134 8128.72 7859.203389830508 7973.166666666667 8230.305555555555
8651.246913580248 8538.318181818182 8501.06 8369.06 8410.768115942028 8591.260869565218 8737.617391304348
9165.36923076923 9020.214285714286 8993.42857142857 8848.161290322581 8943.454545454546 9066.655737704918 9194.344827586207
9568.904761904761 9444.4 9399.833333333334 9650.597014925374 9376.3375 9593.202702702703 9735.816666666668
9999.618181818181 9954.675675675675 9846.479166666666 10158.115942028986 10254.02 10072.305555555555 9946.060606060606
10459.538461538461 10415.054054054053 10397.40625 10597.888888888889 10318.475409836066 10547.845070422536 10675.05
10811.636363636364 11190.054794520547 10804.826666666666 11147.827586206897 10919.119402985074 10967.722222222223 11024.681818181818
11221.10294117647 11677.87012987013 11486.277777777777 11622.524590163934 11407.782608695652 11314.972602739726 11502.015873015873
11760.466666666667 12032.532467532468 11948.949367088608 11964.666666666666 12113.819444444445 11789.25 12072.493150684932
12226.828571428572 12492.922077922078 12331.75 12446.205479452055 12593.901408450703 12338.150684931506 12577.556818181818
12809.227848101265 12986.089743589744 12738.54 12926.54054054054 13060.402777777777 12825.208333333334 13101.28947368421
13290.13698630137 13456.552631578947 13200.237288135593 13396.986301369863 13538.931506849314 13303.068493150686 13619.616438356165
13753.539682539682 13940.285714285714 13678.454545454546 13874.236111111111 14012.208333333334 13836.824324324325 14090.592105263158
14239.138461538461 14418.256756756757 14153.739130434782 14343.661971830987 14482.257142857143 14307.698630136987 14562.367088607594
14794.34328358209 14895.611111111111 14629.69014084507 14822.152777777777 14956.422535211268 14722.22972972973 15052.906666666666
15307.0 15371.86301369863 15144.069444444445 15295.676056338029 15429.657142857142 15196.657534246575 15526.337837837838
15711.753623188406 15776.444444444445 15891.028571428571 15702.986111111111 15903.957746478873 15600.694444444445 15997.837837837838
16117.971830985916 16250.633802816901 16418.450704225354 16111.547945205479 16376.8 16241.698630136987 16473.04109589041
16590.9 16724.36111111111 16891.777777777777 16582.847222222223 16852.464788732395 16712.847222222223 16945.5
17065.50704225352 17194.281690140844 17359.64 17138.739130434784 17322.0 17184.563380281692 17465.931506849316
17848.430555555555 17600.333333333332 17769.095890410958 17543.614285714284 17797.084507042255 17586.885714285716 17937.694444444445
18324.27397260274 18082.594594594593 18268.694444444445 18022.15068493151 18265.342857142856 18134.79411764706 18410.014084507042
18844.75 18557.12 18740.802816901407 18497.12162162162 18744.61971830986 18613.89552238806 18885.61111111111
19248.097222222223 19276.37837837838 19146.577464788734 18975.093333333334 19215.314285714285 19087.611940298506 19356.577464788734
