125.5 NA NA NA
373.232 NA NA NA
620.632 NA NA NA
867.852 NA NA NA
1115.588 NA NA NA
1364.208 NA NA NA
1611.724 NA NA NA
1858.692 NA NA NA
2106.156 NA NA NA
2356.804 NA NA NA
2604.34 NA NA NA
2852.044 NA NA NA
3100.764 NA NA NA
3347.332 NA NA NA
3595.756 NA NA NA
3841.772 NA NA NA
4090.192 NA NA NA
4340.292 NA NA NA
4586.308 NA NA NA
4835.952 NA NA NA
5081.968 NA NA NA
5329.88 NA NA NA
5575.896 NA NA NA
5821.912 NA NA NA
6067.928 NA NA NA
6313.944 NA NA NA
6564.728 NA NA NA
6810.744 NA NA NA
7056.76 NA NA NA
7302.776 NA NA NA
7548.792 NA NA NA
7794.808 NA NA NA
8040.824 NA NA NA
8286.84 NA NA NA
8532.856 NA NA NA
8778.872 NA NA NA
9024.888 NA NA NA
9270.904 NA NA NA
9516.92 NA NA NA
9762.936 NA NA NA
10008.952 NA NA NA
10254.968 NA NA NA
10500.984 NA NA NA
10747.0 NA NA NA
10993.016 NA NA NA
11239.032 NA NA NA
NA 11535.5 NA NA
NA 11783.228 NA NA
NA 12030.46 NA NA
NA 12278.292 NA NA
NA 12517.545851528384 12620.142857142857 NA
NA 12774.004854368932 12761.522727272728 NA
NA 13052.471698113208 12955.538461538461 NA
NA 13296.76923076923 13204.329787234043 NA
NA 13553.324675324675 13440.458333333334 NA
NA 13804.914285714285 13690.254545454545 NA
NA 13952.050847457627 14043.257575757576 NA
NA 14194.27536231884 14268.016574585636 NA
NA 14441.470588235294 14526.405405405405 NA
NA 14774.418918918918 14683.06862745098 NA
NA 15026.590277777777 14918.83962264151 NA
NA 15180.6 15286.866666666667 NA
NA 15427.340579710144 15539.25 NA
NA 15764.098591549297 15667.99074074074 NA
NA 15921.592592592593 16021.947826086956 NA
NA 16166.127659574468 16271.100917431193 NA
NA 16406.187050359713 16513.783783783783 NA
NA 16664.625 16761.80188679245 NA
NA 17002.777777777777 16895.704347826086 NA
NA 17247.310344827587 17152.97014925373 NA
NA 17485.583333333332 17381.028301886792 NA
NA 17639.32075471698 17697.989847715737 NA
NA 17853.689655172413 17956.958333333332 NA
