250 0 0 0
250 0 0 0
250 0 0 0
250 0 0 0
250 0 0 0
250 0 0 0
250 0 0 0
250 0 0 0
250 0 0 0
250 0 0 0
250 0 0 0
250 0 0 0
250 0 0 0
250 0 0 0
250 0 0 0
250 0 0 0
250 0 0 0
250 0 0 0
250 0 0 0
250 0 0 0
250 0 0 0
250 0 0 0
250 0 0 0
250 0 0 0
250 0 0 0
250 0 0 0
250 0 0 0
250 0 0 0
250 0 0 0
250 0 0 0
250 0 0 0
250 0 0 0
250 0 0 0
250 0 0 0
250 0 0 0
250 0 0 0
250 0 0 0
250 0 0 0
250 0 0 0
250 0 0 0
250 0 0 0
250 0 0 0
250 0 0 0
250 0 0 0
250 0 0 0
250 0 0 0
0 250 0 0
0 250 0 0
0 250 0 0
0 250 0 0
0 229 21 0
0 206 44 0
0 159 91 0
0 156 94 0
0 154 96 0
0 140 110 0
0 118 132 0
0 69 181 0
0 102 148 0
0 148 102 0
0 144 106 0
0 130 120 0
0 138 112 0
0 142 108 0
0 135 115 0
0 141 109 0
0 139 111 0
0 144 106 0
0 135 115 0
0 116 134 0
0 144 106 0
0 53 197 0
0 58 192 0
0 122 128 0
0 148 102 0
0 139 111 0
0 127 123 0
0 124 126 0
0 114 136 0
0 117 133 0
0 118 132 0
0 119 131 0
0 118 132 0
0 119 131 0
0 118 132 0
0 116 134 0
0 117 133 0
0 120 130 0
0 118 132 0
0 119 131 0
0 122 128 0
0 123 127 0
0 125 125 0
0 127 123 0
0 126 124 0
0 125 125 0
0 129 121 0
0 130 120 0
0 129 121 0
0 117 133 0
0 108 142 0
0 104 146 0
0 119 131 0
0 124 126 0
0 127 123 0
0 126 124 0
0 125 125 0
0 129 121 0
0 129 121 0
0 130 120 0
0 119 131 0
0 142 108 0
0 139 111 0
0 133 117 0
0 131 119 0
0 132 118 0
0 130 120 0
0 133 117 0
0 132 118 0
0 133 117 0
0 130 120 0
0 131 119 0
0 129 121 0
0 130 120 0
0 131 119 0
0 130 120 0
0 129 121 0
0 131 119 0
0 133 117 0
0 134 116 0
0 133 117 0
0 132 118 0
0 134 116 0
0 250 0 0
0 250 0 0
0 250 0 0
0 250 0 0
0 250 0 0
0 250 0 0
0 250 0 0
0 250 0 0
0 250 0 0
0 250 0 0
0 250 0 0
0 250 0 0
0 250 0 0
0 250 0 0
0 250 0 0
0 250 0 0
0 250 0 0
0 250 0 0
0 250 0 0
0 0 0 250
0 0 0 250
0 0 0 250
0 0 0 250
0 0 0 250
0 0 0 250
0 0 0 250
0 0 0 250
0 0 0 250
0 0 0 250
0 0 0 250
0 0 0 250
0 0 0 250
0 0 0 250
0 0 0 250
0 0 0 250
0 0 0 250
0 0 0 250
0 0 0 250
0 0 0 250
0 0 0 250
0 0 0 250
0 0 0 250
0 0 0 250
0 0 0 250
0 0 0 250
0 0 0 250
0 0 0 250
0 0 0 250
0 0 0 250
0 0 0 250
0 0 0 250
0 0 0 250
0 0 0 250
0 0 0 250
0 0 0 250
0 0 0 250
0 0 0 250
0 0 0 250
0 0 0 250
0 0 0 250
0 0 0 250
0 0 0 250
0 0 0 250
0 0 0 250
0 0 0 250
0 0 0 250
0 0 0 250
